onset	duration	response_time	trial_type
8.10623168945e-06	4.24081587791831	2.02148604393	anticipation
7.04264187813	4.19830322267	1.19238400459	affection
11.24157691	4.1992001534	1.81822800636	contemplation
15.4414138794	4.199352026	1.95320701599	cognition
19.641381979	4.1994380951	1.91211700439	peacefulness
25.2425038815	4.1982750892	1.23297405243	laziness
30.8427550793	4.1980228424	2.0388469696	embarrassment
35.041383028	4.1993448735	1.44083404541	subordination
40.6424059868	4.1983809471	1.31872797012	disgust
49.0422580242	4.1984200478	1.97755002975	consciousness
56.042263031	4.19838500020001	2.08342814445	distrust
60.2417180538	4.1989388466	1.63629698753	anticipation
65.8422498703	4.19834113120001	1.65732598305	transcendence
71.4422819614	4.1983129979	n/a	self-pity
75.6411979198	4.1993739605	1.24219107628	belief
81.242251873	4.1983261109	1.67397713661	contemplation
86.8422379494	4.1982870102	1.64888095856	self-pity
93.8424139023	4.1981680393	1.1888358593	attention
102.241990089	4.19844889700001	1.0126490593	disgust
106.441072941	4.19942808099999	1.92253184319	opinion
110.64109993	4.199305057	1.80839681625	weariness
114.841110945	4.19929194400001	1.22841095924	exaltation
119.041455984	4.198975086	1.90124893188	cognition
127.441888094	4.198433876	1.65914106369	peacefulness
131.641072989	4.19935894	1.28606700897	alarm
138.642060995	4.19823598899998	1.49083590508	alarm
144.242014885	4.19846320100001	0.901823997498	awe
148.441416979	4.198782921	0.652763128281	pensiveness
154.041877985	4.19843196899998	1.6426949501	pensiveness
159.641336918	4.1988101	0.85351395607	nervousness
165.241798878	4.19853711100001	1.78643202782	embarrassment
170.84197998	4.198157073	1.29439091682	awe
175.040786028	4.19948887799998	1.16228890419	insanity
180.642237902	4.19784307399999	1.13621091843	exhaustion
186.241751909	4.19850707100002	1.38914084435	belief
190.440911055	4.19916391300001	1.26614499092	reason
194.640790939	4.199290991	1.69292402267	transcendence
198.840790987	4.199286938	1.76173305511	skepticism
205.841549873	4.19858217300001	1.48787784576	nervousness
212.842010021	4.19795703900002	1.65965104103	insanity
218.4416821	4.19837498699999	1.91452717781	fatigue
222.640726089	4.199188948	1.39637708664	laziness
229.641561985	4.19847297699999	0.893275976181	skepticism
235.241719007	4.19818305999999	1.37317681313	curiosity
240.841756105	4.19824886399999	0.980067968369	curiosity
249.241455078	4.198450804	1.30698895454	playfulness
253.44066	4.19920301400001	2.18685388565	reason
260.441531897	4.19827008200002	1.57567596436	exaltation
266.041465044	4.19843888299999	1.99153399467	opinion
274.441324949	4.19841098800003	1.7924759388	fatigue
280.041451931	4.19826006900001	2.61634778976	consciousness
284.240369081	4.19937801399999	1.30931901932	distrust
288.44045496	4.19933199899998	1.70622801781	weariness
295.441421986	4.198184013	0.976149082184	subordination
301.041589975	4.198121071	1.63202500343	judgment
305.240400076	4.19922089599999	2.419891119	playfulness
309.44028306	4.19927787799998	1.30285787582	affection
315.041234016	4.19837999400005	1.18677091599	attention
323.441076994	4.19856596	1.14359712601	exhaustion
330.441547871	4.19795513100001	1.58040380478	judgment
